id,customer_id,product_id,quantity,unit_price,total_amount,status,payment_method,timestamp,ip_address,user_agent,session_id,discount_applied,tax_amount,shipping_cost
44,466,494,2,950.06,1966.62,pending,paypal,2025-05-25T17:34:48.302639,172.17.100.140,Opera/9.82.(Windows NT 6.2; csb-PL) Presto/2.9.160 Version/10.00,sess_6212c802,190.01,256.52,0
45,828,214,1,1283.81,1476.38,completed,paypal,2025-05-16T09:14:59.302639,192.168.91.154,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/4470-07-25 18:01:49.865219 Firefox/3.8,sess_55531aed,0,192.57,0
46,906,131,1,709.22,673.76,refunded,credit_card,2025-05-18T13:14:02.302639,172.26.137.249,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/4.1),sess_8f7cce9f,35.46,0.0,0
47,549,417,3,399.81,1199.43,completed,google_pay,2025-05-18T19:55:46.302639,10.165.171.252,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_4 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/24.0.865.0 Mobile/26Z289 Safari/535.2",sess_874ed236,0,0.0,0
48,660,148,2,70.28,154.62,pending,google_pay,2025-05-17T14:46:21.302639,192.168.231.213,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_4) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/32.0.874.0 Safari/535.2",sess_9d489a43,0,14.06,0
49,476,51,1,172.0,185.76,completed,apple_pay,2025-05-29T13:42:18.302639,10.197.30.5,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.30.5 (KHTML, like Gecko) Version/4.0 Safari/535.30.5",sess_b1c5299a,0,13.76,0
50,317,278,2,776.36,1552.72,failed,apple_pay,2025-05-30T10:55:07.302639,192.168.128.223,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_6 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/14.4u1432.0 Mobile/73A380 Safari/536.1",sess_e874d57a,0,0.0,0
51,968,139,5,337.67,1857.19,completed,google_pay,2025-05-24T10:07:32.302639,192.168.114.71,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/5.0),sess_dbe1be46,0,168.84,0
52,787,181,1,316.93,342.28,completed,google_pay,2025-05-11T14:01:58.302639,203.0.113.1,Mozilla/5.0 (compatible; Bot/1.0),sess_104853ed,0,25.35,0
53,947,388,1,1067.85,1014.46,completed,apple_pay,2025-05-24T23:54:24.302639,172.25.11.145,Opera/9.20.(Windows NT 5.0; pap-AN) Presto/2.9.165 Version/12.00,sess_1be79ff4,53.39,0.0,0
54,496,397,1,463.43,486.6,completed,credit_card,2025-05-08T14:42:59.302639,172.18.61.73,Opera/8.24.(X11; Linux i686; byn-ER) Presto/2.9.168 Version/10.00,sess_928acbe8,0,23.17,0
55,446,2,1,1054.91,1002.16,completed,google_pay,2025-05-13T13:59:23.302639,10.242.137.21,Opera/9.91.(X11; Linux i686; nso-ZA) Presto/2.9.161 Version/10.00,sess_09950822,52.75,0.0,0
56,609,267,1,169.35,177.82,completed,google_pay,2025-05-19T15:31:35.302639,10.196.99.3,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.8.7 (KHTML, like Gecko) Version/4.1 Safari/533.8.7",sess_e9a7abf3,0,8.47,0
57,320,275,3,903.17,2779.96,completed,bank_transfer,2025-06-02T12:54:06.302639,192.168.163.205,"Mozilla/5.0 (Linux; Android 4.4) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/63.0.889.0 Safari/535.2",sess_2a13f6ba,135.48,205.92,0
58,846,39,5,1111.88,6004.15,completed,paypal,2025-05-21T04:01:01.302639,203.0.113.1,Python/3.8,sess_08edd1e3,0,444.75,0
59,326,455,1,793.47,912.49,completed,bank_transfer,2025-05-09T13:05:14.302639,172.30.163.152,Mozilla/5.0 (Android 5.1.1; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0,sess_593e285f,0,119.02,0
60,592,446,2,298.75,613.03,completed,bank_transfer,2025-05-05T21:35:42.302639,172.21.13.200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/37.0.850.0 Safari/531.0",sess_d9e315e3,29.88,45.41,0
61,276,380,1,3450.35,3204.69,completed,credit_card,2025-06-03T08:06:57.302639,10.166.37.70,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_4; rv:1.9.2.20) Gecko/5208-11-19 21:54:18.674698 Firefox/3.6.12,sess_586a903e,663.67,418.0,0
62,814,127,1,1517.03,1513.24,refunded,credit_card,2025-05-29T15:41:58.302639,192.168.53.232,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.37.5 (KHTML, like Gecko) Version/4.0 Safari/535.37.5",sess_34efccfb,75.85,72.06,0
63,957,443,1,1087.9,1196.69,completed,apple_pay,2025-06-03T08:43:33.302639,10.238.12.18,Opera/9.39.(Windows NT 5.0; dz-BT) Presto/2.9.178 Version/10.00,sess_b48d4f44,0,108.79,0
64,628,342,1,162.32,175.31,completed,google_pay,2025-05-23T13:08:25.302639,10.229.210.249,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.15.2 (KHTML, like Gecko) Version/4.0 Safari/531.15.2",sess_abf68871,0,12.99,0
65,262,332,1,995.26,1067.64,completed,paypal,2025-05-28T06:47:16.302639,10.166.240.107,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1),sess_4c75353b,66.87,139.26,0
66,237,128,2,489.82,881.68,refunded,credit_card,2025-05-13T12:25:08.302639,172.16.149.226,"Mozilla/5.0 (Windows NT 11.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/60.0.862.0 Safari/534.2",sess_0e98c1fa,97.96,0.0,0
67,424,55,1,401.62,421.7,completed,bank_transfer,2025-05-11T16:41:50.302639,172.21.178.87,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.0),sess_71e8fb75,0,20.08,0
68,879,326,1,250.13,262.64,completed,credit_card,2025-05-07T10:42:54.302639,192.168.217.120,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_3; rv:1.9.3.20) Gecko/9201-04-20 04:11:12.075623 Firefox/8.0,sess_9513f63c,0,12.51,0
69,63,401,3,471.14,1342.75,completed,apple_pay,2025-05-11T14:29:33.302639,192.168.0.220,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; cs-CZ) AppleWebKit/534.3.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6534.3.1",sess_4e0929a0,70.67,0.0,0
70,783,272,1,225.51,243.55,completed,google_pay,2025-05-14T17:14:28.302639,192.168.143.116,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/15.4h7732.0 Mobile/43N969 Safari/532.0",sess_0524c21e,0,18.04,0
71,137,9,2,582.3,1281.06,completed,paypal,2025-05-27T20:35:32.302639,172.20.200.232,Opera/9.89.(Windows NT 5.0; ar-KM) Presto/2.9.183 Version/12.00,sess_2afc787b,0,116.46,0
72,529,410,1,22742.05,23765.44,completed,paypal,2025-06-03T09:04:36.302639,172.29.190.88,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_2 rv:4.0; wa-BE) AppleWebKit/531.13.3 (KHTML, like Gecko) Version/4.0.5 Safari/531.13.3",sess_4cbafebc,1137.1,2160.49,0
73,877,315,1,48.56,77.97,pending,credit_card,2025-06-03T11:09:01.302639,203.0.113.1,curl/7.68.0,sess_4c1d1f89,0,4.86,24.55
74,258,357,3,38.34,125.66,completed,paypal,2025-05-28T07:40:25.302639,10.147.198.63,Mozilla/5.0 (Android 5.0.2; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0,sess_4e1cea92,5.75,16.39,0
75,333,24,3,920.82,2900.58,pending,bank_transfer,2025-05-17T23:21:31.302639,192.168.131.140,Mozilla/5.0 (Windows NT 11.0; sk-SK; rv:1.9.1.20) Gecko/3417-07-19 14:36:42.592110 Firefox/3.8,sess_e9b75435,0,138.12,0
76,405,23,1,985.27,985.27,completed,credit_card,2025-05-31T20:43:35.302639,10.241.196.102,Mozilla/5.0 (Android 1.6; Mobile; rv:66.0) Gecko/66.0 Firefox/66.0,sess_f2200b4a,0,0.0,0
77,419,62,3,341.77,1025.31,completed,bank_transfer,2025-05-24T13:59:15.302639,192.168.70.234,"Mozilla/5.0 (Windows CE) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/56.0.871.0 Safari/536.0",sess_115fb80b,0,0.0,0
78,473,142,1,588.5,559.08,completed,google_pay,2025-05-05T18:53:31.302639,10.9.204.38,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/5.1),sess_5aa1031d,29.43,0.0,0
79,285,1,1,211.41,228.32,completed,bank_transfer,2025-05-10T12:28:35.302639,192.168.70.161,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.0),sess_c9f74c62,0,16.91,0
80,152,378,1,458.86,481.8,flagged,paypal,2025-05-30T05:18:29.302639,203.0.113.1,Mozilla/5.0 (compatible; Bot/1.0),sess_f2d7703d,0,22.94,0
81,902,390,1,576.13,604.94,pending,paypal,2025-05-12T05:04:53.302639,10.195.50.65,Opera/8.92.(Windows NT 5.0; sl-SI) Presto/2.9.178 Version/11.00,sess_a3c327bf,0,28.81,0
82,915,216,1,23760.91,22454.06,completed,google_pay,2025-05-28T16:04:09.302639,192.168.172.123,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; bg-BG) AppleWebKit/535.16.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6535.16.2",sess_2e93f722,2376.09,1069.24,0
83,544,487,1,3091.26,3199.45,completed,bank_transfer,2025-05-06T07:58:37.302639,192.168.47.251,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/5.1),sess_6f3b716d,309.13,417.32,0
84,436,89,2,225.79,487.71,refunded,paypal,2025-05-24T17:16:38.302639,192.168.48.97,Opera/8.59.(X11; Linux i686; lt-LT) Presto/2.9.181 Version/12.00,sess_c7f2607f,0,36.13,0
85,950,47,1,716.73,752.57,completed,credit_card,2025-05-06T16:03:14.302639,10.112.218.207,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_2 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/16.2z6784.0 Mobile/74J303 Safari/532.1",sess_6ae234b5,0,35.84,0
86,837,70,1,435.71,457.5,completed,paypal,2025-05-09T15:08:15.302639,10.38.251.192,Opera/9.90.(X11; Linux i686; wae-CH) Presto/2.9.187 Version/10.00,sess_73d5578d,0,21.79,0
87,551,48,1,922.51,946.5,completed,apple_pay,05/17/2025 02:08:52,172.16.233.87,"Mozilla/5.0 (iPhone; CPU iPhone OS 2_2_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/15.9d4652.0 Mobile/01T996 Safari/534.0",sess_4dbc8f35,46.13,70.11,0
88,531,76,2,634.67,1205.87,completed,google_pay,2025-05-21T10:46:40.302639,172.27.81.101,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/5.0),sess_b792b242,63.47,0.0,0
89,763,400,1,222.18,211.07,completed,bank_transfer,2025-05-07T09:51:46.302639,172.31.0.148,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/3512-12-28 01:54:34.795418 Firefox/3.8,sess_6ea8ede0,11.11,0.0,0
90,825,51,1,172.0,172.0,completed,paypal,2025-05-09T10:40:47.302639,192.0.2.1,Mozilla/5.0 (compatible; Bot/1.0),sess_930313a6,0,0.0,0
91,546,76,2,634.67,1396.27,completed,paypal,2025-05-25T05:31:33.302639,192.168.176.60,"Mozilla/5.0 (Linux; Android 7.0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/52.0.853.0 Safari/531.1",sess_b25c037b,0,126.93,0
92,481,21,1,2812.82,2812.82,completed,bank_transfer,05/15/2025 21:03:00,10.91.0.35,Opera/9.76.(X11; Linux i686; pl-PL) Presto/2.9.162 Version/12.00,sess_6ba0367d,0,0.0,0
93,370,63,1,1091.5,1088.77,completed,google_pay,2025-05-09T13:17:32.302639,192.168.36.129,Mozilla/5.0 (Windows NT 6.0; si-LK; rv:1.9.2.20) Gecko/7510-02-23 11:27:18.012177 Firefox/3.8,sess_ad864462,54.58,51.85,0
94,43,283,1,1724.5,1724.5,completed,bank_transfer,2025-05-21T10:13:15.302639,172.21.78.176,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/533.13.1 (KHTML, like Gecko) Version/5.1 Safari/533.13.1",sess_cb5cb78b,0,0.0,0
95,652,488,4,286.89,1204.94,completed,apple_pay,2025-05-30T11:04:03.302639,172.31.78.100,Opera/8.20.(Windows NT 6.1; csb-PL) Presto/2.9.168 Version/10.00,sess_00a45845,0,57.38,0
96,542,379,1,572.43,587.31,completed,bank_transfer,2025-05-04T12:54:41.302639,10.73.176.107,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/46.0.860.0 Safari/536.1",sess_b24bc220,28.62,43.5,0
97,542,332,1,995.26,1021.14,completed,apple_pay,2025-05-27T14:09:43.302639,172.28.182.56,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0),sess_a1d9e80b,49.76,75.64,0
98,418,153,1,437.51,413.45,completed,credit_card,2025-05-06T12:26:48.302639,192.168.212.139,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/5.0),sess_cc6bf4db,43.75,19.69,0
99,85,237,1,1719.27,1702.08,completed,bank_transfer,2025-05-25T20:40:24.302639,172.21.88.205,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_7; rv:1.9.4.20) Gecko/9675-08-14 19:32:35.799835 Firefox/4.0,sess_f8961785,171.93,154.73,0
100,739,346,1,1119.46,1175.43,completed,google_pay,2025-05-25T12:12:55.302639,172.28.13.72,Opera/8.31.(X11; Linux x86_64; byn-ER) Presto/2.9.165 Version/10.00,sess_956d179b,0,55.97,0
101,575,418,1,263.29,263.29,completed,google_pay,2025-05-10T23:14:46.302639,10.5.16.73,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/59.0.814.0 Mobile/76E103 Safari/536.2",sess_89000f4d,0,0.0,0
102,138,239,2,3248.57,7016.91,completed,apple_pay,2025-06-02T18:18:43.302639,10.31.166.60,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/531.18.3 (KHTML, like Gecko) Version/4.0.4 Safari/531.18.3",sess_95f13e18,0,519.77,0
103,199,425,1,1060.9,1159.03,completed,bank_transfer,2025-05-24T08:56:45.302639,10.81.245.191,Opera/9.62.(Windows 98; brx-IN) Presto/2.9.188 Version/11.00,sess_2f8e6eda,53.05,151.18,0
104,478,370,1,1026.97,975.62,completed,apple_pay,2025-05-17T20:03:38.302639,172.28.119.100,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.1),sess_f0739ff7,51.35,0.0,0
105,232,21,3,2812.82,8438.46,completed,credit_card,2025-05-05T06:48:39.302639,198.51.100.1,Mozilla/5.0 (compatible; Bot/1.0),sess_ce19b238,0,0.0,0
106,912,107,3,56.21,168.63,completed,bank_transfer,2025-05-16T17:06:21.302639,192.168.95.159,Mozilla/5.0 (Android 4.2.1; Mobile; rv:33.0) Gecko/33.0 Firefox/33.0,sess_60a00cbf,0,0.0,0
107,484,327,2,136.56,999999,completed,google_pay,2025-05-11T11:18:52.302639,192.168.176.41,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_3) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/46.0.891.0 Safari/535.0",sess_39288a6b,13.66,20.76,0
108,625,406,1,1113.46,1113.46,completed,google_pay,2025-05-25T19:38:04.302639,172.27.248.43,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/532.21.4 (KHTML, like Gecko) Version/5.0 Safari/532.21.4",sess_7ae94cb4,0,0.0,0
109,529,176,1,1170.25,1278.5,completed,paypal,2025-05-30T18:48:26.302639,10.220.188.119,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/14.0.897.0 Mobile/16B727 Safari/534.1",sess_39f33af7,58.51,166.76,0
110,264,173,1,47901.59,41900.86,completed,paypal,2025-05-30T17:33:34.302639,192.168.121.189,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/533.5.7 (KHTML, like Gecko) Version/4.0 Safari/533.5.7",sess_78cccce7,9104.5,3103.77,0
